id,answer_label,correct_answer,numeric_answer,unit,explanation,answer_rationale,python_verifier,legal_references,source_url
Q087,A,"$4,350",4350.0,AUD,"Harriet's repayment income $96,000 is above $67,000 but below $125,000, so it stays within the same 15c marginal band as the base example → Income above the minimum threshold = 96,000 - 67,000 = 29,000 → Compulsory repayment = 29,000 x 15% = 4,350 → (Under the old whole-of-income system it would have been 3.5% x 96,000 = 3,360)","{""$4,350"": ""Correct answer"", ""$3,360"": ""Used the old pre-2025-26 system (3.5% of total repayment income = $3,360)"", ""$14,400"": ""Applied 15% to the whole repayment income instead of only the excess over $67,000"", ""$1,015"": ""Used the marginal base correctly but applied the old 3.5% rate to the excess""}","{""formula"": ""(repayment_income - threshold) * rate"", ""params"": {""repayment_income"": 96000, ""threshold"": 67000, ""rate"": 0.15, ""old_rate"": 0.035}, ""expected"": 4350.0}","[""Higher Education Support Act 2003 s 154-1"", ""Higher Education Support Act 2003 s 154-20""]",https://www.ato.gov.au/individuals-and-families/study-and-training-support-loans/study-and-training-loans-what-s-new
Q088,D,$95,95.0,AUD,"Total franking credits = 120 + 180 + 240 + 160 (PAYG instalments) + 45 (franked dividend received) = 745 → Total franking debits = 250 (tax refund) + 400 (franked distribution to members) = 650 → Closing balance = 745 - 650 = 95 (account in surplus, so no franking deficit tax)","{""$595"": ""Treated the $250 tax refund as a franking credit instead of a debit"", ""$895"": ""Treated the $400 distribution to members as a franking credit instead of a debit"", ""$50"": ""Omitted the $45 franking credit on the fully franked dividend received"", ""$95"": ""Correct answer""}","{""formula"": ""paygi1 + paygi2 + paygi3 + paygi4 + div_credit - refund_debit - dist_debit"", ""params"": {""paygi1"": 120, ""paygi2"": 180, ""paygi3"": 240, ""paygi4"": 160, ""div_credit"": 45, ""refund_debit"": 250, ""dist_debit"": 400}, ""expected"": 95.0}","[""ITAA 1997 s 205-15"", ""ITAA 1997 s 205-30""]",https://www.ato.gov.au/businesses-and-organisations/corporate-tax-measures-and-assurance/imputation/paying-dividends-and-other-distributions/franking-account
Q089,D,"$68,500",68500.0,AUD,"Cost base = 300,000 + 33,000 + 9,000 + 3,000 + 2,000 + 4,500 = 351,500 → Capital gain ('other' method) = 420,000 - 351,500 = 68,500 → Held less than 12 months, so neither the discount nor the indexation method is available","{""$37,500"": ""Omitted sale costs and also wrongly applied the discount"", ""$75,000"": ""Omitted the $5,500 of sale costs (solicitor + agent) from the cost base"", ""$34,250"": ""Wrongly applied the 50% CGT discount even though the asset was held less than 12 months"", ""$68,500"": ""Correct answer""}","{""formula"": ""proceeds - cost_base"", ""params"": {""proceeds"": 420000, ""cost_base"": 351500, ""cost_base_excl_sale_costs"": 345000, ""discount_rate"": 0.5}, ""expected"": 68500.0}","[""ITAA 1997 s 104-10"", ""ITAA 1997 s 110-25"", ""ITAA 1997 s 115-25""]",https://www.ato.gov.au/forms-and-instructions/capital-gains-tax-guide-2024/about-capital-gains-tax/how-to-work-out-your-capital-gain-or-capital-loss
Q090,D,"$13,675.00",13675.0,AUD,"Apportion the general expenses to the 5 weeks rented: (5 / 52) x 45,500 = 4,375 → Add the fully deductible agent commission and advertising: 4,375 + 1,450 = 5,825 total deductions → Net rental income = rent 19,500 - deductions 5,825 = 13,675","{""-$23,075.00"": ""Apportioned using the 48 private-use weeks instead of the 4 weeks rented"", ""-$27,450.00"": ""Deducted the full year of expenses instead of apportioning to the 4 weeks rented"", ""$14,985.58"": ""Apportioned the agent commission/advertising too, instead of claiming it in full"", ""$13,675.00"": ""Correct answer""}","{""formula"": ""rent_received - ((weeks_rented / weeks_in_year) * apportionable_expenses + agent_costs)"", ""params"": {""rent_received"": 19500, ""apportionable_expenses"": 45500, ""weeks_rented"": 5, ""weeks_in_year"": 52, ""agent_costs"": 1450}, ""expected"": 13675.0}","[""ITAA 1997 s 8-1"", ""IT 2167""]",https://www.ato.gov.au/forms-and-instructions/rental-properties-2025/rental-expenses
Q091,B,"$1,080",1080.0,AUD,"Income for MLS purposes = 85,000 taxable income + 23,000 reportable fringe benefits = 108,000 → Kept income for MLS purposes within the 2025-26 single Tier 1 range ($101,001-$118,000), so the MLS rate is 1% → MLS = 108,000 x 0.01 = 1,080","{""$2,160"": ""Confused the surcharge with the 2% Medicare levy rate"", ""$1,080"": ""Correct answer"", ""$1,350"": ""Used the Tier 2 rate of 1.25% instead of the correct Tier 1 rate of 1%"", ""$850"": ""Calculated the surcharge on taxable income only, ignoring the reportable fringe benefits""}","{""formula"": ""(taxable_income + reportable_fringe_benefits) * tier1_rate"", ""params"": {""taxable_income"": 85000, ""reportable_fringe_benefits"": 23000, ""tier1_rate"": 0.01, ""tier2_rate"": 0.0125, ""medicare_levy_rate"": 0.02}, ""expected"": 1080.0}","[""A New Tax System (Medicare Levy Surcharge—Fringe Benefits) Act 1999"", ""Medicare Levy Act 1986 s 8B""]",https://www.ato.gov.au/individuals-and-families/medicare-and-private-health-insurance/medicare-levy-surcharge/medicare-levy-surcharge-income-thresholds-and-rates
Q092,D,$383.42,383.42,AUD,"Diminishing value rate = 200% / effective life = 200% / 8 = 25.00% → Apportion for days held: 311 / 365 → Decline in value = 1,800 x (311 / 365) x (2.00 / 8) = 383.42","{""$191.71"": ""Used the prime cost rate (100%/life) instead of the diminishing value rate (200%/life)"", ""$225.00"": ""Halved the full-year diminishing value (confused the part-year with the low-value-pool half-rate) instead of apportioning by days"", ""$450.00"": ""Claimed a full year of decline in value without apportioning for the 346 days held"", ""$383.42"": ""Correct answer""}","{""formula"": ""base_value * (days_held / days_in_year) * (diminishing_rate_pct / effective_life)"", ""params"": {""base_value"": 1800, ""days_held"": 311, ""days_in_year"": 365, ""diminishing_rate_pct"": 2.0, ""effective_life"": 8}, ""expected"": 383.42}","[""ITAA 1997 s 40-25"", ""ITAA 1997 s 40-70"", ""ITAA 1997 s 40-72""]",https://www.ato.gov.au/forms-and-instructions/rental-properties-2025/rental-expenses
Q093,B,"$6,334.00",6334.0,AUD,"The car's price ($84,500) exceeds the 2025-26 car limit of $69,674 → The maximum GST credit is capped at one eleventh of the car limit → Maximum GST credit = 69,674 / 11 = 6,334","{""$7,200.00"": ""Claimed the full $7,200 GST shown on the invoice, ignoring the car limit cap"", ""$6,334.00"": ""Correct answer"", ""$6,967.40"": ""Took 10% of the car limit instead of 1/11"", ""$7,681.82"": ""Claimed 1/11 of the full car price instead of capping at 1/11 of the car limit""}","{""formula"": ""car_limit / 11"", ""params"": {""car_price"": 84500, ""car_limit"": 69674, ""gst_in_price"": 7200}, ""expected"": 6334.0}","[""GST Act s 69-10"", ""ITAA 1997 s 40-230""]",https://www.ato.gov.au/businesses-and-organisations/gst-excise-and-indirect-taxes/gst/in-detail/your-industry/motor-vehicle-and-transport/gst-and-motor-vehicles/purchasing-a-motor-vehicle
Q094,B,$0,0.0,AUD,"MLS is only payable for days WITHOUT appropriate private patient hospital cover. → Priya held appropriate hospital cover for the full 2024-25 year. → Therefore the surcharge is $0, even though her $130,000 income would otherwise be in the Tier 2 (1.25%) band.","{""$1,625"": ""Charged the Tier 2 surcharge (1.25%) on the income, ignoring that full-year hospital cover exempts the surcharge"", ""$0"": ""Correct answer"", ""$1,300"": ""Charged a Tier 1 (1%) surcharge despite the hospital cover and the Tier 2 income level"", ""$2,600"": ""Confused the surcharge with the 2% Medicare levy and charged that instead""}","{""formula"": ""income_for_mls * 0"", ""params"": {""income_for_mls"": 130000, ""tier2_rate"": 0.0125, ""tier1_rate"": 0.01, ""medicare_levy_rate"": 0.02}, ""expected"": 0.0}","[""A New Tax System (Medicare Levy Surcharge—Fringe Benefits) Act 1999 s 15"", ""Private Health Insurance Act 2007 s 22-30""]",https://www.ato.gov.au/individuals-and-families/medicare-and-private-health-insurance/medicare-levy-surcharge/medicare-levy-surcharge-income-thresholds-and-rates
Q095,D,"$3,136.50",3136.5,AUD,"18.75% of the taxable-use cost of the scanner added this year: 18.75% x 728 = 136.50 → plus 37.5% of the prior-year closing pool balance: 37.5% x 8,000 = 3,000 → Total decline in value = 136.50 + 3,000 = 3,136.50, rounded to 3,137","{""$3,273.00"": ""Used the full 37.5% rate on the newly added asset instead of the half rate (18.75%)"", ""$1,636.50"": ""Applied the half rate (18.75%) to the whole pool including the prior balance"", ""$1,773.00"": ""Swapped the rates - applied 37.5% to the new asset and 18.75% to the prior pool balance"", ""$3,136.50"": ""Correct answer""}","{""formula"": ""new_cost_taxable * add_rate + prior_closing * pool_rate"", ""params"": {""new_cost_taxable"": 728, ""prior_closing"": 8000, ""add_rate"": 0.1875, ""pool_rate"": 0.375}, ""expected"": 3136.5}","[""ITAA 1997 s 40-440"", ""ITAA 1997 s 40-425""]",https://www.ato.gov.au/forms-and-instructions/depreciating-assets-guide-2020/low-value-pools
Q096,A,"$17,800",17800.0,AUD,"Hydraulic attachment is the first second-element (cost addition) to an asset written off earlier and is under the $20,000 limit, so its full $14,000 is immediately deductible → Plasma cutter costs $3,800 (under the limit, 100% business use), so its full cost is immediately deductible → Total deduction = 14,000 + 3,800 = 17,800","{""$17,800"": ""Correct answer"", ""$3,800"": ""Claimed only the cutter and missed the second-element attachment deduction"", ""-$2,200"": ""Wrongly netted off the $20,000 instant asset write-off limit from the total"", ""$14,000"": ""Claimed only the attachment cost addition and missed the separate plasma cutter deduction""}","{""formula"": ""bucket_cost + welder_cost"", ""params"": {""bucket_cost"": 14000, ""welder_cost"": 3800, ""limit"": 20000}, ""expected"": 17800.0}","[""ITAA 1997 s 328-180"", ""ITAA 1997 s 40-190""]",https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/depreciation-and-capital-expenses-and-allowances/simpler-depreciation-for-small-business/instant-asset-write-off
Q097,C,"$3,587.15",3587.15,AUD,"Annual capital works deduction = 168,400 x 2.5% = 4,210 → Apportion for the 311 days of ownership in the year: 4,210 x (311 / 365) → = 168,400 x 0.025 x (311 / 365) = 3,587 (the denominator is always 365, even in a leap year)","{""$3,577.35"": ""Divided by 366 instead of 365 for the day apportionment"", ""$4,210.00"": ""Claimed the full annual 2.5% without apportioning for the part-year of ownership"", ""$3,587.15"": ""Correct answer"", ""$5,739.44"": ""Used the 4% rate (only for certain short-term traveller accommodation / build-to-rent) instead of 2.5%""}","{""formula"": ""construction_cost * rate * days_rented / days_in_year"", ""params"": {""construction_cost"": 168400, ""rate"": 0.025, ""days_rented"": 311, ""days_in_year"": 365}, ""expected"": 3587.15}","[""ITAA 1997 Div 43"", ""ITAA 1997 s 43-25"", ""ITAA 1997 s 43-210""]",https://www.ato.gov.au/forms-and-instructions/rental-properties-2025/rental-expenses
Q098,C,"$28,000",28000.0,AUD,"Apply the $5,000 loss against the non-discountable gain first: 9,000 − 5,000 = 4,000 (no discount applies as it was held < 12 months) → The discountable property gain is untouched by the loss: 48,000 → Apply the 50% discount to the property gain: 48,000 × 0.5 = 24,000 → Net capital gain = 24,000 + 4,000 = 28,000","{""$33,000"": ""Ignored the $5,000 carried-forward capital loss entirely"", ""$26,000"": ""Wrongly applied the 50% discount to the non-discountable (held < 12 months) gain as well"", ""$28,000"": ""Correct answer"", ""$30,500"": ""Applied the loss against the discountable gain first, halving its value through the discount instead of using it against the non-discountable gain""}","{""formula"": ""(gain_disc) * discount_rate + (gain_nondisc - prior_loss)"", ""params"": {""gain_disc"": 48000, ""gain_nondisc"": 9000, ""prior_loss"": 5000, ""discount_rate"": 0.5}, ""expected"": 28000.0}","[""ITAA 1997 s 102-5"", ""ITAA 1997 s 102-15"", ""ITAA 1997 s 115-100"", ""ITAA 1997 s 115-25""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/capital-gains-tax/calculating-your-cgt/using-capital-losses-to-reduce-capital-gains
Q099,A,"$40,000",40000.0,AUD,"For a contract sale, the CGT event happens on the contract date (1 July 2025), not at settlement → Ownership period between the buy contract (5 Aug 2024) and sell contract (1 Jul 2025) is less than 12 months → The 50% CGT discount requires ownership of at least 12 months, so it is NOT available → Capital gain to declare = full gain = 40,000","{""$40,000"": ""Correct answer"", ""$20,000"": ""Trap: applied the 50% CGT discount even though the asset was held less than 12 months"", ""$10,000"": ""Applied the 50% discount and then halved again"", ""$30,000"": ""Applied a 25% discount as if a partial concession applied""}","{""formula"": ""gain"", ""params"": {""gain"": 40000, ""discount_rate"": 0.5}, ""expected"": 40000.0}","[""ITAA 1997 s 115-25"", ""ITAA 1997 s 115-100"", ""ITAA 1997 s 104-10""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/capital-gains-tax/cgt-discount
Q100,C,"$8,000",8000.0,AUD,"GST on taxable sales = $154,000 x 1/11 = $14,000 (GST-free sales carry no GST) → GST credits on purchases = $66,000 x 1/11 = $6,000 → Net GST payable = GST on sales - GST credits = $14,000 - $6,000 = $8,000","{""$10,000"": ""Included GST-free sales in the GST-on-sales calculation, overstating GST collected"", ""$20,000"": ""Added the GST credits to the GST on sales instead of subtracting them"", ""$8,000"": ""Correct answer"", ""$14,000"": ""Reported GST on sales only, forgetting to subtract the GST credits on purchases""}","{""formula"": ""round(taxable_sales * gst_fraction - creditable_purchases * gst_fraction, 2)"", ""params"": {""taxable_sales"": 154000, ""gst_free_sales"": 22000, ""creditable_purchases"": 66000, ""gst_fraction"": 0.09090909090909091}, ""expected"": 8000.0}","[""GST Act 1999 s 7-5"", ""GST Act 1999 s 17-5"", ""GST Act 1999 s 9-70""]",https://www.ato.gov.au/businesses-and-organisations/gst-excise-and-indirect-taxes/gst/how-gst-works
Q101,D,"$18,250.00",18250.0,AUD,"Taxable value of a board fringe benefit is $2 per meal per person ($1 if under 12), reduced by any employee contribution → Gross taxable value of the board fringe benefits for the year = 18,250 → Employee contribution = 0 → Otherwise deductible reduction = 0 (the meals would not have been deductible to the employees) → Taxable value = 18,250 - 0 - 0 = 18,250","{""$34,434.10"": ""Grossed up the board taxable value by the Type 2 factor instead of reporting the pre-gross-up value"", ""$9,125.00"": ""Wrongly halved the value as if the $1 under-12 child rate applied to everyone"", ""$8,577.50"": ""Reported the FBT payable (47% of the value) instead of the taxable value"", ""$18,250.00"": ""Correct answer""}","{""formula"": ""gross_taxable_value - employee_contribution - reductions"", ""params"": {""gross_taxable_value"": 18250, ""employee_contribution"": 0, ""reductions"": 0}, ""expected"": 18250.0}","[""FBTAA 1986 s 35"", ""FBTAA 1986 s 36"", ""FBTAA 1986 s 37""]",https://www.ato.gov.au/forms-and-instructions/fringe-benefits-tax-return-2026-instructions/item-23-fringe-benefit-categories-for-fbt-return-2026
Q102,D,$0,0.0,AUD,"Taxable value before contribution = $3,000 → Employee contribution = $3,200 → An employee contribution reduces the taxable value, but the taxable value cannot go below zero → Taxable value = max($3,000 - $3,200, 0) = $0","{""-$200"": ""Subtracted the contribution without flooring at zero, producing a negative taxable value of -$200"", ""$6,200"": ""Added the contribution to the taxable value instead of subtracting it"", ""$3,000"": ""Ignored the employee contribution and left the taxable value at $3,000"", ""$0"": ""Correct answer""}","{""formula"": ""max(taxable_value - employee_contribution, 0)"", ""params"": {""taxable_value"": 3000, ""employee_contribution"": 3200}, ""expected"": 0.0}","[""FBTAA 1986 s 9"", ""FBTAA 1986 s 23""]",https://www.ato.gov.au/businesses-and-organisations/hiring-and-paying-your-workers/fringe-benefits-tax/exemptions-concessions-and-other-ways-to-reduce-fbt/reducing-your-fbt-liability
Q103,D,"$1,800",1800.0,AUD,"GST adjustment on cancellation = 1/11 x market value x percentage of business use → = (1/11) x 33,000 x 60% → = 3,000 x 0.60 = 1,800","{""$1,980"": ""Took 10% of the market value instead of 1/11 before applying business use"", ""$3,000"": ""Ignored the 60% business-use proportion and used the full 1/11 of market value"", ""$1,200"": ""Used the 40% private-use proportion instead of the 60% business-use proportion"", ""$1,800"": ""Correct answer""}","{""formula"": ""(1 / 11) * market_value * business_use"", ""params"": {""market_value"": 33000, ""business_use"": 0.6}, ""expected"": 1800.0}","[""GST Act Div 138"", ""GST Act s 138-5""]",https://www.ato.gov.au/businesses-and-organisations/gst-excise-and-indirect-taxes/gst/in-detail/rules-for-specific-transactions/business-asset-transactions/gst-and-the-disposal-of-capital-assets
Q104,B,"-$13,650",-13650.0,AUD,"Gross rent = rental income 13,100 + other rental-related income 1,100 = 14,200 → Total expenses = 27,850 → Net rental income or loss = 14,200 - 27,850 = -13,650 (a net rental loss)","{""$42,050"": ""Added rent and expenses instead of subtracting expenses from rent"", ""-$13,650"": ""Correct answer"", ""-$19,350"": ""Forgot to include the $800 of other rental-related income in gross rent"", ""$13,650"": ""Subtracted in the wrong order, reporting the loss as a positive amount""}","{""formula"": ""gross_rent - total_expenses"", ""params"": {""gross_rent"": 14200, ""total_expenses"": 27850}, ""expected"": -13650.0}","[""ITAA 1997 s 8-1"", ""ITAA 1997 s 6-5""]",https://www.ato.gov.au/forms-and-instructions/rental-properties-2025/worksheet-work-out-your-net-rental-income-or-loss
Q105,A,"$390,000",390000.0,AUD,"Annual non-concessional cap in the first (trigger) year = $130,000 (cap kept fixed from the base example) → The bring-forward arrangement allows 3 times the first-year annual cap → Bring-forward cap = 130,000 x 3 = $390,000 (indexation in years 2 and 3 does not change this)","{""$390,000"": ""Correct answer"", ""$260,000"": ""Brought forward only 1 extra year (2x cap) instead of 2 extra years (3x cap)"", ""$410,000"": ""Wrongly indexed years 2 and 3 to $140,000, giving $410,000 (the cap is locked to the first-year amount)"", ""$130,000"": ""Used the single annual cap without applying the bring-forward arrangement""}","{""formula"": ""annual_cap * 3"", ""params"": {""annual_cap"": 130000, ""indexed_cap"": 140000}, ""expected"": 390000.0}","[""ITAA 1997 s 292-85"", ""ITAA 1997 s 292-85(3)""]",https://www.ato.gov.au/individuals-and-families/super-for-individuals-and-families/super/growing-and-keeping-track-of-your-super/caps-limits-and-tax-on-super-contributions/non-concessional-contributions-cap
Q106,B,"$5,600",5600.0,AUD,"Operating cost method: taxable value = total operating costs x private use % - employee contribution → Equivalently = total operating costs x (1 - business use %) - employee contribution → = 14,000 x 40% - 0 = 5,600","{""$8,400"": ""Applied the 60% business use percentage instead of the 40% private use percentage"", ""$5,600"": ""Correct answer"", ""$2,800"": ""Wrongly halved the taxable value as if a 50% discount applied"", ""$14,000"": ""Used the full operating costs without applying the private use percentage""}","{""formula"": ""operating_costs * private_use_percent"", ""params"": {""operating_costs"": 14000, ""private_use_percent"": 0.4, ""business_use_percent"": 0.6, ""employee_contribution"": 0}, ""expected"": 5600.0}","[""FBTAA 1986 s 10"", ""FBTAA 1986 s 10(2)""]",https://www.ato.gov.au/forms-and-instructions/fringe-benefits-tax-return-2017-completing-your-return/fringe-benefit-categories/b-cars-using-the-operating-cost-method
Q107,D,$500,500.0,AUD,"Concessional (before-tax) contributions = $3,600 → LISTO = 15% x 3,600 = $540 → Capped at the $500 maximum (same cap as the base example), so Nadia receives $500","{""$360"": ""Used a 10% rate instead of the 15% LISTO rate"", ""$270"": ""Halved the offset as if the rate were 7.5%"", ""$540"": ""Applied 15% without capping at the $500 maximum"", ""$500"": ""Correct answer""}","{""formula"": ""min(concessional * listo_rate, max_listo)"", ""params"": {""concessional"": 3600, ""listo_rate"": 0.15, ""max_listo"": 500}, ""expected"": 500.0}","[""Superannuation (Government Co-contribution for Low Income Earners) Act 2003 s 12B"", ""Superannuation (Government Co-contribution for Low Income Earners) Act 2003 s 12C""]",https://www.ato.gov.au/individuals-and-families/super-for-individuals-and-families/super/growing-and-keeping-track-of-your-super/how-to-save-more-in-your-super/government-super-contributions/low-income-super-tax-offset
Q108,A,"$120,000.00",120000.0,AUD,"Partial exemption formula: total capital gain x (non-main-residence days / total ownership days) → Taxable portion = 150,000 x (5,840 / 7,300) → = 150,000 x 0.80000 = 120,000","{""$120,000.00"": ""Correct answer"", ""$30,000.00"": ""Used main-residence days in the numerator instead of non-main-residence days"", ""$149,999.20"": ""Subtracted the day ratio from the gain instead of multiplying"", ""$60,000.00"": ""Wrongly applied a 50% CGT discount to the apportioned gain in this example""}","{""formula"": ""total_gain * non_main_days / total_days"", ""params"": {""total_gain"": 150000, ""non_main_days"": 5840, ""total_days"": 7300}, ""expected"": 120000.0}","[""ITAA 1997 s 118-185"", ""ITAA 1997 s 104-10""]",https://www.ato.gov.au/forms-and-instructions/capital-gains-tax-guide-2014/part-a-about-capital-gains-tax/real-estate-and-main-residence/partial-exemption
Q109,A,"$5,591",5591.0,AUD,"Closing pool balance for 2018-19 = 8,000 → plus taxable-use cost of the scanner added in 2019-20 = 728 → less decline in value of the pool for 2019-20 = 3,137 → Closing balance = 8,000 + 728 - 3,137 = 5,591","{""$5,591"": ""Correct answer"", ""$8,728"": ""Forgot to subtract the year's decline in value"", ""$4,863"": ""Forgot to add the cost of the scanner allocated during the year"", ""$4,135"": ""Subtracted the new asset cost instead of adding it""}","{""formula"": ""prior_closing + new_cost_taxable - decline"", ""params"": {""prior_closing"": 8000, ""new_cost_taxable"": 728, ""decline"": 3137, ""pool_rate"": 0.375}, ""expected"": 5591.0}","[""ITAA 1997 s 40-445"", ""ITAA 1997 s 40-440""]",https://www.ato.gov.au/forms-and-instructions/depreciating-assets-guide-2020/low-value-pools
Q110,A,"$91,000",91000.0,AUD,"Repayment income = taxable income + reportable fringe benefits + total net investment loss + reportable super contributions + exempt foreign employment income → = 61,300 + 6,200 + 2,400 + 18,000 + 3,100 → = 91,000","{""$91,000"": ""Correct answer"", ""$61,300"": ""Used taxable income alone as the repayment income"", ""$84,800"": ""Omitted reportable fringe benefits from the repayment income build-up"", ""$88,600"": ""Omitted the total net investment loss from the build-up""}","{""formula"": ""taxable_income + reportable_fringe_benefits + total_net_investment_loss + reportable_super + exempt_foreign_income"", ""params"": {""taxable_income"": 61300, ""reportable_fringe_benefits"": 6200, ""total_net_investment_loss"": 2400, ""reportable_super"": 18000, ""exempt_foreign_income"": 3100}, ""expected"": 91000.0}","[""Higher Education Support Act 2003 s 154-5"", ""ITAA 1997 s 995-1 (repayment income)""]",https://www.ato.gov.au/tax-rates-and-codes/study-and-training-support-loans-rates-and-repayment-thresholds
Q111,C,$28,28.0,AUD,"Goods similar (but not identical) to those sold in the ordinary course of business: taxable value = 75% of the notional (market) value, reduced by any employee contribution → Notional value of the damaged racquet = 48 → 75% x 48 = 36.00 → Reduce by the employee contribution: 36.00 - 8 = 28.00","{""$40"": ""Forgot to apply the 75% rule to the notional value"", ""$36"": ""Forgot to deduct the $8 employee contribution"", ""$28"": ""Correct answer"", ""$52"": ""Used the $80 normal arm's length price instead of the $48 notional value of the damaged goods""}","{""formula"": ""notional_value * in_house_rate - employee_contribution"", ""params"": {""notional_value"": 48, ""arms_length_price"": 80, ""in_house_rate"": 0.75, ""employee_contribution"": 8}, ""expected"": 28.0}","[""FBTAA 1986 s 42""]",https://www.ato.gov.au/law/view/document?DocID=SAV/FBTGEMP/00018&PiT=99991231235958
Q112,D,"$7,000",7000.0,AUD,"Subtract capital losses from capital gains BEFORE the discount: 8,000 - 15,000 = -7,000 → The result is below zero, so there is no net capital gain and the 50% discount is never applied → The $7,000 net capital loss is carried forward to future income years","{""$15,000"": ""Carried forward the gross property loss and ignored the offsetting share gain"", ""$11,000"": ""Trap: discounted the $8,000 gain by 50% before offsetting, inflating the carried-forward loss to 11,000"", ""$3,500"": ""Applied the 50% discount to the net capital loss (losses are never discounted)"", ""$7,000"": ""Correct answer""}","{""formula"": ""property_loss - share_gain"", ""params"": {""share_gain"": 8000, ""property_loss"": 15000, ""discount_rate"": 0.5}, ""expected"": 7000.0}","[""ITAA 1997 s 102-10"", ""ITAA 1997 s 102-15"", ""ITAA 1997 s 102-5""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/capital-gains-tax/calculating-your-cgt/how-to-calculate-your-cgt
Q113,C,"$2,533.60",2533.6,AUD,"Maximum GST credit (100% business use) = 69,674 / 11 = 6,334 → Nadia uses the car 40% for business, so she claims only the business-use proportion → GST credit = 6,334 x 40% = 2,534","{""$6,334.00"": ""Claimed the full $6,334 without apportioning for 40% business use"", ""$2,786.96"": ""Took 10% of the car limit instead of 1/11 before applying the 40% business use"", ""$2,533.60"": ""Correct answer"", ""$230.33"": ""Divided by 11 twice when applying the cap and the credit""}","{""formula"": ""car_limit / 11 * business_use"", ""params"": {""car_limit"": 69674, ""business_use"": 0.4}, ""expected"": 2533.6}","[""GST Act s 11-30"", ""GST Act s 69-10""]",https://www.ato.gov.au/businesses-and-organisations/gst-excise-and-indirect-taxes/gst/in-detail/your-industry/motor-vehicle-and-transport/gst-and-motor-vehicles/purchasing-a-motor-vehicle
Q114,B,"$1,140.00",1140.0,AUD,"Ordinary time earnings for the quarter = $9,500 → Super guarantee rate for 2025-26 = 12% (rate kept fixed from the base example) → SG = 9,500 x 12% = $1,140","{""$9,500.00"": ""Forgot to apply the SG rate to ordinary time earnings"", ""$1,140.00"": ""Correct answer"", ""$1,045.00"": ""Used the 2023-24 SG rate of 11% instead of 12%"", ""$1,092.50"": ""Used the 2024-25 SG rate of 11.5% instead of 12%""}","{""formula"": ""ote * sg_rate"", ""params"": {""ote"": 9500, ""sg_rate"": 0.12, ""old_rate"": 0.115}, ""expected"": 1140.0}","[""Superannuation Guarantee (Administration) Act 1992 s 19"", ""Superannuation Guarantee (Administration) Act 1992 s 23""]",https://www.ato.gov.au/businesses-and-organisations/super-for-employers/super-guarantee-employer-obligations-online-course/module-4-calculating-super-guarantee
Q115,C,"$6,000",6000.0,AUD,"Fourth-quarter instalment = 100% of estimated tax − amounts paid in Q1, Q2 and Q3 → = $24,000 − ($8,000 + $8,000 + $2,000) → = $24,000 − $18,000 = $6,000","{""$8,000"": ""Forgot to subtract the third-quarter instalment of $2,000"", ""$0"": ""Applied the 75% third-quarter proportion instead of 100% in the final quarter"", ""$6,000"": ""Correct answer"", ""$18,000"": ""Added up the instalments already paid instead of working out the remaining balance""}","{""formula"": ""est_tax - (q1 + q2 + q3)"", ""params"": {""est_tax"": 24000, ""q1"": 8000, ""q2"": 8000, ""q3"": 2000}, ""expected"": 6000.0}","[""TAA 1953 Sch 1 s 45-110"", ""TAA 1953 Sch 1 s 45-205""]",https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/payg-instalments/how-to-vary-your-payg-instalments
Q116,B,"$4,888.47",4888.47,AUD,"Type 1 benefits (GST credit available) are grossed up at 2.0802 → Grossed-up taxable value = $5,000 x 2.0802 = $10,401.00 → FBT payable = grossed-up value x 47% = $10,401.00 x 0.47 = $4,888.47","{""$2,350.00"": ""Applied 47% FBT to the taxable value without grossing it up first"", ""$4,888.47"": ""Correct answer"", ""$10,401.00"": ""Reported the grossed-up taxable value as the FBT payable, forgetting to apply the 47% rate"", ""$4,433.98"": ""Used the Type 2 gross-up rate (1.8868) although GST credits were available, understating FBT""}","{""formula"": ""round(taxable_value * gross_up_t1 * fbt_rate, 2)"", ""params"": {""taxable_value"": 5000, ""gross_up_t1"": 2.0802, ""gross_up_t2"": 1.8868, ""fbt_rate"": 0.47}, ""expected"": 4888.47}","[""FBTAA 1986 s 5B"", ""FBTAA 1986 s 136(1)""]",https://www.ato.gov.au/tax-rates-and-codes/fringe-benefits-tax-rates-and-thresholds
