id,topic,subtopic,tax_type,year_of_income,difficulty,legal_references,source_url,question,choice_A,choice_B,choice_C,choice_D,answer_label,correct_answer,numeric_answer,unit,explanation,answer_rationale,python_verifier
Q011,Study and training loans,"Compulsory repayment – 2025-26 top band (10% of total repayment income, $179,286+)",Study and training support loan – compulsory repayment,2025-26,medium,"[""Higher Education Support Act 2003 s 154-1"", ""Higher Education Support Act 2003 s 154-20""]",https://www.ato.gov.au/tax-rates-and-codes/study-and-training-support-loans-rates-and-repayment-thresholds,"In the 2025-26 financial year Ananya has a taxable income of $224,500 and reportable super contributions of $26,930, giving a repayment income of $251,430. This is above $179,286, so the repayment is 10% of her total repayment income (the ATO rounds the result to the nearest dollar).

What is Ananya's compulsory study and training loan repayment for 2025-26?

A. $37,714.50
B. $7,214.40
C. $30,193.10
D. $25,143.00","$37,714.50","$7,214.40","$30,193.10","$25,143.00",D,"$25,143.00",25143.0,AUD,"Repayment income = 224,500 + 26,930 = 251,430, which is at or above $179,286 (the same top band as the base example) → In the top band the repayment is 10% of the whole repayment income, not a marginal amount → Compulsory repayment = 251,430 x 10% = 25,143.00, rounded to 25,143","{""$37,714.50"": ""Used the 15% first-band rate instead of the 10% top-band rate"", ""$7,214.40"": ""Applied 10% only to income above $179,286 instead of to the whole repayment income"", ""$30,193.10"": ""Used the $8,700 + 17c band instead of the 10% top band"", ""$25,143.00"": ""Correct answer""}","{""formula"": ""round(repayment_income * rate)"", ""params"": {""repayment_income"": 251430, ""rate"": 0.1, ""threshold"": 179286, ""lower_base"": 8700, ""lower_threshold"": 125000, ""lower_rate"": 0.17}, ""expected"": 25143.0}"
Q012,Individual income tax,Income tax payable in the 19c bracket plus Medicare levy,Income tax (individual),2023-24,easy,"[""ITAA 1997 s 4-10"", ""Income Tax Rates Act 1986 Sch 7"", ""Medicare Levy Act 1986 s 6""]",https://www.ato.gov.au/forms-and-instructions/foreign-income-tax-offset-rules-guide-2024/calculate-your-fito-or-offset-limit,"Priya is an Australian resident for the year ended 30 June 2024 with a taxable income of $36,500. The ATO works out the tax payable on her taxable income, stating the amount includes the Medicare levy. For 2023-24 the second resident bracket is 19c for each $1 over $18,200, and the Medicare levy is 2% of taxable income.

What is the tax payable (including the 2% Medicare levy) on Priya's taxable income of $36,500 for 2023-24?

A. $3,843
B. $7,665
C. $4,207
D. $3,477","$3,843","$7,665","$4,207","$3,477",C,"$4,207",4207.0,AUD,"Kept taxable income within the 2023-24 $18,201-$45,000 bracket (19c for each $1 over $18,200) → Tax on income = (36,500 - 18,200) x 0.19 = 18,300 x 0.19 = 3,477 → Medicare levy = 36,500 x 0.02 = 730 → Tax payable incl Medicare levy = 3,477 + 730 = 4,207","{""$3,843"": ""Charged the Medicare levy only on income above the tax-free threshold instead of on the whole taxable income"", ""$7,665"": ""Applied the 19% rate to the whole income instead of only the amount over the $18,200 tax-free threshold"", ""$4,207"": ""Correct answer"", ""$3,477"": ""Forgot to add the 2% Medicare levy""}","{""formula"": ""(taxable_income - bracket_floor) * marginal_rate + taxable_income * medicare_rate"", ""params"": {""taxable_income"": 36500, ""bracket_floor"": 18200, ""marginal_rate"": 0.19, ""medicare_rate"": 0.02}, ""expected"": 4207.0}"
Q013,Superannuation,Carry-forward concessional cap headroom after employer SG and personal deductible contributions,Superannuation (concessional contributions cap),2024-25,medium,"[""ITAA 1997 s 291-20"", ""ITAA 1997 s 291-25"", ""ITAA 1997 s 290-150""]",https://www.ato.gov.au/individuals-and-families/super-for-individuals-and-families/super/growing-and-keeping-track-of-your-super/caps-limits-and-tax-on-super-contributions/concessional-contributions-cap,"In 2024-25 Nadia has $18,000 of carried-forward unused concessional cap (her total super balance at 30 June 2024 was below $500,000, so she can use it). Her employer pays $9,500 of super guarantee concessional contributions during the year, and she makes a $6,000 personal contribution for which she will claim a tax deduction (a concessional contribution). The standard concessional contributions cap for 2024-25 is $30,000.

How much more can Nadia contribute as a concessional contribution in 2024-25 before exceeding her available cap?

A. $42,000
B. $30,000
C. $14,500
D. $32,500","$42,000","$30,000","$14,500","$32,500",D,"$32,500",32500.0,AUD,"Available concessional cap = carried-forward unused 18,000 + 2024-25 standard cap 30,000 = 48,000 → Concessional contributions already used = employer SG 9,500 + personal deductible contribution 6,000 = 15,500 → Remaining headroom = 48,000 − 15,500 = 32,500","{""$42,000"": ""Forgot to count the $9,500 employer SG against the cap"", ""$30,000"": ""Used the 2021-22 cap of $27,500 instead of the 2024-25 cap of $30,000"", ""$14,500"": ""Ignored the $18,000 carried-forward unused concessional cap"", ""$32,500"": ""Correct answer""}","{""formula"": ""(carry_forward + cc_cap) - (sg + personal_deductible)"", ""params"": {""carry_forward"": 18000, ""cc_cap"": 30000, ""sg"": 9500, ""personal_deductible"": 6000, ""old_cap"": 27500}, ""expected"": 32500.0}"
Q014,Individual income tax,Part-year resident pro-rated tax-free threshold (newcomer),Income tax (individual),2024-25,medium,"[""Income Tax Rates Act 1986 s 20"", ""Income Tax Rates Act 1986 s 16""]",https://www.ato.gov.au/individuals-and-families/coming-to-australia-or-going-overseas/coming-to-australia/tax-free-threshold-for-newcomers-to-australia,"Sanjay became an Australian resident for tax purposes on 12 October, so his tax-free threshold is apportioned for 9 of the 12 months in the income year (including the month he arrived). A part-year resident's tax-free threshold is a flat $13,464 plus an additional $4,736 apportioned for the number of resident months.

What is Sanjay's pro-rated tax-free threshold for the income year?

A. $13,650
B. $18,200
C. $17,016
D. $13,464","$13,650","$18,200","$17,016","$13,464",C,"$17,016",17016.0,AUD,"Kept resident_months within the valid 1-12 month range (9 of 12 months) → Flat component = $13,464 → Apportioned component = ($4,736 x 9) / 12 = 42,624 / 12 = 3,552 → Tax-free threshold = 13,464 + 3,552 = 17,016","{""$13,650"": ""Apportioned the whole $18,200 threshold instead of only the $4,736 component"", ""$18,200"": ""Gave the full $4,736 additional amount instead of apportioning it for 9 months"", ""$17,016"": ""Correct answer"", ""$13,464"": ""Used only the flat $13,464 and ignored the apportioned component entirely""}","{""formula"": ""flat_amount + apportioned_amount * resident_months / total_months"", ""params"": {""flat_amount"": 13464, ""apportioned_amount"": 4736, ""resident_months"": 9, ""total_months"": 12}, ""expected"": 17016.0}"
Q015,Superannuation,Super co-contribution – maximum entitlement,Superannuation (government co-contribution),2023-24,easy,"[""Superannuation (Government Co-contribution for Low Income Earners) Act 2003 s 9"", ""Superannuation (Government Co-contribution for Low Income Earners) Act 2003 s 10""]",https://www.ato.gov.au/individuals-and-families/super-for-individuals-and-families/super/growing-and-keeping-track-of-your-super/how-to-save-more-in-your-super/government-super-contributions/super-co-contribution,"In the current financial year Rosa earns $34,000, which is at or below the lower income threshold. She pays $42.30 per fortnight from her take-home (after-tax) pay into her super account, totalling $1,100 of personal non-concessional contributions for the year. She meets all other co-contribution eligibility requirements. The government matches eligible personal contributions at 50 cents per dollar, up to a maximum co-contribution of $500.

What super co-contribution will the government pay into Rosa's super account?

A. $550
B. $275
C. $500
D. $1,100",$550,$275,$500,"$1,100",C,$500,500.0,AUD,"Personal non-concessional contributions for the year = $1,100 → Government matching at 50% = 1,100 x 0.5 = $550 → Capped at the maximum co-contribution of $500 (same cap as the base example), so Rosa receives the maximum $500","{""$550"": ""Applied the 50% matching rate without capping at the $500 maximum"", ""$275"": ""Halved the matched amount as if the matching rate were 25%"", ""$500"": ""Correct answer"", ""$1,100"": ""Treated the whole personal contribution as the co-contribution""}","{""formula"": ""min(personal_contribution * match_rate, max_cc)"", ""params"": {""personal_contribution"": 1100, ""match_rate"": 0.5, ""max_cc"": 500}, ""expected"": 500.0}"
Q016,Division 7A & Company Tax,Division 7A minimum yearly repayment – subsequent year (amortisation formula),Income tax (Division 7A deemed dividend),2015-16,hard,"[""ITAA 1936 s 109E"", ""ITAA 1936 s 109N""]",https://www.ato.gov.au/businesses-and-organisations/corporate-tax-measures-and-assurance/private-company-benefits-division-7a-dividends/in-detail/division-7a-loans,"Continuing the same amalgamated loan, the amount of the loan remaining at the end of the previous income year (year ended 30 June 2015) is $63,750. The benchmark interest rate for the 2016 income year is 5.45% and the remaining term is 6 years (the 7-year loan term less one elapsed year). The minimum yearly repayment is worked out using MYR = (P x I) / (1 - (1 / (1 + I)) ^ T).

What is the minimum yearly repayment for the 2016 income year?

A. $12,944.01
B. $3,474.38
C. $11,197.61
D. $12,741.19","$12,944.01","$3,474.38","$11,197.61","$12,741.19",D,"$12,741.19",12741.19,AUD,"Amount of loan not repaid by end of previous (2015) income year P = 63,750 → 2016 benchmark interest rate I = 5.45% (0.0545); remaining term T = 6 years → Step 1: 63,750 x 0.0545 = 3,474.375 → Step 2: 1 / (1 + 0.0545) = 0.948316738 → Step 3: 0.948316738 ^ 6 = 0.72731157 → Step 4: 1 - 0.72731157 = 0.27268843 → Step 5: 3,474.375 / 0.27268843 = 12,741 (rounded to nearest dollar)","{""$12,944.01"": ""Used the prior year's 5.95% benchmark rate instead of the current 5.45% rate"", ""$3,474.38"": ""Charged only one year's interest instead of amortising over the remaining term"", ""$11,197.61"": ""Used the original 7-year term instead of the 6-year remaining term"", ""$12,741.19"": ""Correct answer""}","{""formula"": ""(P * I) / (1 - (1 / (1 + I)) ** T)"", ""params"": {""P"": 63750, ""I"": 0.0545, ""T"": 6}, ""expected"": 12741.19}"
Q017,Superannuation,Super guarantee on back pay – OTE component only,Superannuation (super guarantee),2025-26,medium,"[""Superannuation Guarantee (Administration) Act 1992 s 6(1)"", ""Superannuation Guarantee (Administration) Act 1992 s 19""]",https://www.ato.gov.au/businesses-and-organisations/super-for-employers/paying-super-contributions/how-much-super-to-pay,"Priscilla finished employment with Clever Crosswords Pty Ltd on 30 June 2025. In September 2025 the company realises it underpaid her for the period 1 January to 30 June 2025 and works out back pay of $3,150 of ordinary hours and $945 of overtime. Priscilla is paid the back pay on 6 September 2025. Overtime is not OTE, and because payment is made after 1 July 2025 the 12% super guarantee rate applies.

What super guarantee contribution must Clever Crosswords Pty Ltd pay on Priscilla's back pay?

A. $378.00
B. $113.40
C. $491.40
D. $362.25",$378.00,$113.40,$491.40,$362.25,A,$378.00,378.0,AUD,"OTE component of the back pay = $3,150 of ordinary hours (the $945 overtime is not OTE) → Super guarantee rate (payment made 6 September 2025) = 12% (rate kept fixed from the base example) → SG = 3,150 x 12% = $378","{""$378.00"": ""Correct answer"", ""$113.40"": ""Applied SG to the overtime component only"", ""$491.40"": ""Included the $945 overtime back pay in OTE"", ""$362.25"": ""Used the old 11.5% SG rate instead of 12% applicable to the September 2025 payment""}","{""formula"": ""ordinary_backpay * sg_rate"", ""params"": {""ordinary_backpay"": 3150, ""overtime_backpay"": 945, ""sg_rate"": 0.12, ""old_rate"": 0.115}, ""expected"": 378.0}"
Q018,FBT,Meal entertainment fringe benefit – 50:50 split method,Fringe benefits tax,2025-26,easy,"[""FBTAA 1986 s 37AA"", ""FBTAA 1986 s 37BA""]",https://www.ato.gov.au/forms-and-instructions/fringe-benefits-tax-return-2026-instructions/item-23-fringe-benefit-categories-for-fbt-return-2026,"Kestrel Advisory Partners spends $6,800 on meal entertainment (not provided under a salary packaging arrangement) for the FBT year ending 31 March 2026. On 1 April 2026 the employer elects to value the meal entertainment fringe benefits using the 50:50 split method.

What is the taxable value of the meal entertainment fringe benefits under the 50:50 split method?

A. $3,400.00
B. $6,415.12
C. $1,598.00
D. $6,800.00","$3,400.00","$6,415.12","$1,598.00","$6,800.00",A,"$3,400.00",3400.0,AUD,"Under the 50:50 split method, the taxable value is 50% of total expenditure on meal entertainment for all people (employees, clients or others) during the FBT year → Total meal entertainment expenditure = 6,800 → Taxable value = 6,800 x 50% = 3,400","{""$3,400.00"": ""Correct answer"", ""$6,415.12"": ""Grossed up the 50% taxable value by the Type 2 factor before reporting it"", ""$1,598.00"": ""Reported the FBT payable (47% of the taxable value) instead of the taxable value"", ""$6,800.00"": ""Treated the whole expenditure as the taxable value, ignoring the 50% split""}","{""formula"": ""total_meal_entertainment * split_rate"", ""params"": {""total_meal_entertainment"": 6800, ""split_rate"": 0.5}, ""expected"": 3400.0}"
Q019,FBT,Car fringe benefit – operating cost method with employee contribution,Fringe benefits tax (car fringe benefits),2020-21,medium,"[""FBTAA 1986 s 10"", ""FBTAA 1986 s 10(3)""]",https://www.ato.gov.au/law/view/document?locid=%27SAV/FBTGEMP/7.9%27&PiT=99991231235958,"A car purchased by Summit Architecture Studio in February 2020 is used privately by its employee Priya Venkatesh throughout the FBT year 1 April 2020 to 31 March 2021. The employer and employee kept the right records and determined the business use percentage is 65% (so private use is 35%). The total operating costs for the year are $16,400 (fuel $2,600, repairs and maintenance $1,200, service $900, insurance and registration $1,800, deemed depreciation $8,200 and deemed interest $1,700). Priya spent $1,800 on fuel and provided the required declaration to the employer.

What is the taxable value of the car fringe benefit using the operating cost method for the FBT year ending 31 March 2021?

A. $7,540
B. $5,740
C. $3,940
D. $8,860","$7,540","$5,740","$3,940","$8,860",C,"$3,940",3940.0,AUD,"Total operating costs = 16,400 (includes deemed depreciation at 25% and deemed interest) → Private use percentage = 100% - 65% business use = 35% → Operating costs x private use % = 16,400 x 35% = 5,740 → Reduce by the employee (recipient) contribution: 5,740 - 1,800 = 3,940","{""$7,540"": ""Added the employee contribution instead of subtracting it"", ""$5,740"": ""Forgot to subtract the $1,800 employee fuel contribution"", ""$3,940"": ""Correct answer"", ""$8,860"": ""Applied the 65% business use percentage instead of the 35% private use percentage""}","{""formula"": ""operating_costs * private_use_percent - employee_contribution"", ""params"": {""operating_costs"": 16400, ""business_use_percent"": 0.65, ""private_use_percent"": 0.35, ""employee_contribution"": 1800}, ""expected"": 3940.0}"
Q020,Division 7A & Company Tax,Distributable surplus limit – proportional reduction of a deemed dividend,Income tax (Division 7A deemed dividend),2014-15,medium,"[""ITAA 1936 s 109Y""]",https://www.ato.gov.au/businesses-and-organisations/corporate-tax-measures-and-assurance/private-company-benefits-division-7a-dividends/in-detail/division-7a-distributable-surplus,"On 3 March 2015 Brightwater Trading Pty Ltd loaned $800 to its shareholder Marcus, which is treated as a provisional dividend of $800 at 30 June 2015. For the year ended 30 June 2015 Brightwater Trading Pty Ltd has a distributable surplus of $1,500, while the total of all provisional dividends (loans and payments to shareholders and associates) is $2,000. Because the distributable surplus is less than the total provisional dividends, each provisional dividend is reduced proportionally: amount treated as a dividend = provisional dividend x (distributable surplus / total provisional dividends).

What amount is treated as a dividend to Marcus for the 2014-15 income year?

A. $1,500.00
B. $600.00
C. $1,066.67
D. $800.00","$1,500.00",$600.00,"$1,066.67",$800.00,B,$600.00,600.0,AUD,"Provisional dividend to Marcus = 800 → Distributable surplus = 1,500; total of all provisional dividends = 2,000 → Distributable surplus (1,500) < total provisional dividends (2,000), so reduce proportionally → Amount treated as a dividend = 800 x (1,500 / 2,000) = 600 (included as an unfranked dividend)","{""$1,500.00"": ""Treated the entire distributable surplus as Marcus's dividend instead of apportioning it across all provisional dividends"", ""$600.00"": ""Correct answer"", ""$1,066.67"": ""Inverted the ratio (multiplied by total/surplus instead of surplus/total)"", ""$800.00"": ""Treated the whole $800 loan as a dividend, ignoring the distributable surplus cap""}","{""formula"": ""provisional_dividend * distributable_surplus / total_provisional"", ""params"": {""provisional_dividend"": 800, ""distributable_surplus"": 1500, ""total_provisional"": 2000}, ""expected"": 600.0}"
Q021,Depreciation,"Immediate deduction threshold – asset costing exactly $300 (rental, qualifies)","Income tax (capital allowances, Div 40)",2024-25,medium,"[""ITAA 1997 s 40-80(2)"", ""ITAA 1997 s 40-25""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/property-and-land/residential-rental-properties/rental-expenses/depreciating-assets-in-rental-properties,"Olivia buys a freestanding electric heater for her residential rental property for exactly $300 (GST-inclusive; she is not registered for GST). The property is rented at commercial rates and the heater is used 100% to produce assessable rental income. Assets costing $300 or LESS can be claimed as an immediate deduction in the year first used for a taxable purpose; assets costing MORE than $300 must be depreciated over their effective life (for a heater, 15 years). The heater is not part of a set.

What deduction can Olivia claim for the heater in 2024-25?

A. $150
B. $300
C. $20
D. $40",$150,$300,$20,$40,B,$300,300.0,AUD,"The heater costs exactly $300, which is '$300 or less', so it qualifies for an immediate deduction → It is used 100% for a taxable (rental) purpose, so no private-use reduction applies → Immediate deduction = full cost = 300","{""$150"": ""Wrongly apportioned the cost by 50% as if the asset were used half privately"", ""$300"": ""Correct answer"", ""$20"": ""Depreciated the asset over 15 years at the prime cost rate instead of an immediate deduction"", ""$40"": ""Trap: depreciated the asset at the diminishing value rate instead of claiming the immediate deduction available at exactly $300""}","{""formula"": ""cost"", ""params"": {""cost"": 300, ""effective_life"": 15, ""dv_factor"": 2.0, ""half"": 0.5}, ""expected"": 300.0}"
Q022,Individual income tax,"Net capital gain (prior-year loss then 50% discount) added to salary, then income tax plus Medicare levy",Income tax (individual),2023-24,hard,"[""ITAA 1997 s 102-5"", ""ITAA 1997 s 102-15"", ""ITAA 1997 s 115-100"", ""ITAA 1997 s 4-10"", ""Medicare Levy Act 1986 s 6""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/capital-gains-tax/calculating-your-cgt/using-capital-losses-to-reduce-capital-gains,"Daniel is an Australian resident for the year ended 30 June 2024. His only salary is $78,000. During 2023-24 he sold parcels of shares he had held for more than 3 years, making a total capital gain (before any discount) of $30,000, all of which qualifies for the 50% CGT discount. He also has a carried-forward net capital loss of $6,000 from an earlier year. He has no other income, deductions or offsets. Capital losses must be applied to the capital gain BEFORE the 50% CGT discount. For 2023-24 the resident rates are: nil up to $18,200; 19c per $1 from $18,201 to $45,000; $5,092 plus 32.5c per $1 from $45,001 to $120,000; plus a 2% Medicare levy on taxable income.

What is Daniel's income tax payable (including the 2% Medicare levy) for 2023-24?

A. $20,482
B. $22,552
C. $21,517
D. $19,717","$20,482","$22,552","$21,517","$19,717",C,"$21,517",21517.0,AUD,"Apply the carried-forward capital loss BEFORE the discount: 30,000 - 6,000 = 24,000 → Apply the 50% CGT discount: 24,000 x 0.5 = 12,000 (net capital gain) → Taxable income = salary 78,000 + net capital gain 12,000 = 90,000 → Income tax (2023-24 bracket $45,001-$120,000) = 5,092 + (90,000 - 45,000) x 0.325 = 5,092 + 14,625 = 19,717 → Medicare levy = 90,000 x 0.02 = 1,800 → Income tax payable incl Medicare levy = 19,717 + 1,800 = 21,517","{""$20,482"": ""Wrong order: applied the 50% discount to the gain BEFORE deducting the prior-year capital loss (loss applied to the already-halved gain)"", ""$22,552"": ""Ignored the carried-forward $6,000 capital loss entirely"", ""$21,517"": ""Correct answer"", ""$19,717"": ""Forgot to add the 2% Medicare levy on taxable income""}","{""formula"": ""base + ((salary + (gross_gain - prior_loss) * discount_rate) - threshold) * marginal_rate + (salary + (gross_gain - prior_loss) * discount_rate) * medicare_rate"", ""params"": {""salary"": 78000, ""gross_gain"": 30000, ""prior_loss"": 6000, ""discount_rate"": 0.5, ""base"": 5092, ""threshold"": 45000, ""marginal_rate"": 0.325, ""medicare_rate"": 0.02}, ""expected"": 21517.0}"
Q023,CGT,Indexation method – investment property acquired before 21 Sep 1999,Income tax (CGT),2024-25,hard,"[""ITAA 1997 s 104-10"", ""ITAA 1997 s 110-25"", ""ITAA 1997 s 114-1""]",https://www.ato.gov.au/individuals-and-families/investments-and-assets/capital-gains-tax/calculating-your-cgt/indexing-the-cost-base,"Gordon bought an investment property for $200,000 under a contract dated 18 May 1992 (deposit $20,000, balance $180,000 on settlement), paying $7,000 stamp duty and $3,000 solicitor's fees, all before 21 September 1999. He sold it on 12 November 2024 for $850,000, incurring $2,000 solicitor's fees and $20,000 agent's commission on sale. Indexing the pre-1999 acquisition costs gives indexed amounts of $24,400 (deposit) + $219,600 (balance) + $7,850 (stamp duty) + $3,090 (solicitor's fees) = $254,940; adding the non-indexable sale costs ($2,000 + $20,000) gives a total indexed cost base of $276,940.

What is Gordon's capital gain on the property using the indexation method?

A. $309,000
B. $286,530
C. $573,060
D. $618,000","$309,000","$286,530","$573,060","$618,000",C,"$573,060",573060.0,AUD,"Indexed acquisition costs = 24,400 + 219,600 + 7,850 + 3,090 = 254,940 → Add non-indexable sale costs: 254,940 + 2,000 + 20,000 = 276,940 (total indexed cost base) → Capital gain (indexation method) = 850,000 - 276,940 = 573,060 → Under the indexation method the CGT discount does not apply","{""$309,000"": ""Used the discount method on the unindexed cost base ($177,500) instead of indexation"", ""$286,530"": ""Wrongly applied the 50% discount on top of the indexation method"", ""$573,060"": ""Correct answer"", ""$618,000"": ""Subtracted the unindexed cost base, ignoring indexation entirely""}","{""formula"": ""proceeds - indexed_cost_base"", ""params"": {""proceeds"": 850000, ""indexed_cost_base"": 276940, ""plain_cost_base"": 232000, ""discount_rate"": 0.5}, ""expected"": 573060.0}"
Q024,Study and training loans,HELP/student loan – 2025-26 marginal repayment on repayment income build-up,Compulsory study and training loan repayment,2025-26,hard,"[""Higher Education Support Act 2003 s 154-1"", ""Higher Education Support Act 2003 s 154-20""]",https://www.ato.gov.au/tax-rates-and-codes/study-and-training-support-loans-rates-and-repayment-thresholds,"Mia has a HELP debt. For 2025-26 her repayment income is built up as taxable income $70,000 plus a net investment loss of $5,000 plus reportable super contributions of $3,000, giving repayment income of $78,000. From 2025-26 compulsory repayments are MARGINAL: for repayment income in the $67,001 - $125,000 band the repayment is 15c for each $1 OVER the $67,000 minimum threshold (not a flat percentage of the whole income).

What is Mia's compulsory HELP repayment for 2025-26?

A. $900
B. $450
C. $1,650
D. $11,700",$900,$450,"$1,650","$11,700",C,"$1,650",1650.0,AUD,"Repayment income = 70,000 + 5,000 (net investment loss added back) + 3,000 (reportable super) = 78,000. → 78,000 is in the 2025-26 $67,001 - $125,000 band: 15c for each $1 over $67,000. → Repayment = (78,000 - 67,000) x 0.15 = 11,000 x 0.15 = 1,650.","{""$900"": ""Omitted the net investment loss add-back from repayment income"", ""$450"": ""Used taxable income only and forgot to add the net investment loss and reportable super to repayment income"", ""$1,650"": ""Correct answer"", ""$11,700"": ""Applied 15% to the whole repayment income (old flat-rate method) instead of only the amount over $67,000""}","{""formula"": ""((taxable_income + net_investment_loss + reportable_super) - threshold) * marginal_rate"", ""params"": {""taxable_income"": 70000, ""net_investment_loss"": 5000, ""reportable_super"": 3000, ""threshold"": 67000, ""marginal_rate"": 0.15}, ""expected"": 1650.0}"
Q025,Depreciation,Prime cost (straight line) method – full year,"Income tax (capital allowances, Div 40)",2024-25,easy,"[""ITAA 1997 s 40-25"", ""ITAA 1997 s 40-75""]",https://www.ato.gov.au/businesses-and-organisations/income-deductions-and-concessions/depreciation-and-capital-expenses-and-allowances/general-depreciation-rules-capital-allowances/prime-cost-straight-line-and-diminishing-value-methods,"A machine costs $60,000 (after excluding GST the business is entitled to claim) and has an effective life of 8 years. It was acquired on the first day of the income year and is used wholly for a taxable purpose, so it is held for all 365 days of the year. Northbridge Joinery uses the prime cost (straight line) method.

What is the decline in value (depreciation deduction) for the first income year under the prime cost method?

A. $3,750
B. $15,000
C. $60,000
D. $7,500","$3,750","$15,000","$60,000","$7,500",D,"$7,500",7500.0,AUD,"Prime cost formula: cost x (days held / 365) x (100% / effective life) → Rate = 100% / 8 years = 12.5% → Decline in value = 60,000 x (365 / 365) x 12.5% = 7,500","{""$3,750"": ""Wrongly halved the straight-line amount"", ""$15,000"": ""Applied the diminishing value 200% rate instead of the prime cost 100% rate"", ""$60,000"": ""Forgot to divide by the effective life (omitted the rate entirely)"", ""$7,500"": ""Correct answer""}","{""formula"": ""cost * (days_held / days_year) * (1 / effective_life)"", ""params"": {""cost"": 60000, ""days_held"": 365, ""days_year"": 365, ""effective_life"": 8, ""dv_factor"": 2.0}, ""expected"": 7500.0}"
Q026,FBT,Type 1 gross-up of GST-inclusive car fringe benefits (higher gross-up rate 2.0802),Fringe benefits tax (car fringe benefits),2022-23,medium,"[""FBTAA 1986 s 5B"", ""FBTAA 1986 s 136(1)""]",https://www.ato.gov.au/businesses-and-organisations/hiring-and-paying-your-workers/fringe-benefits-tax/calculating-your-fbt,"Verdant Foods Pty Ltd provides fringe benefits to its two employees, Carlos and Yuki. The GST-inclusive benefits for which Verdant Foods can claim a GST credit (type 1 benefits) are: a car fringe benefit for Carlos with a taxable value of $9,900, a car fringe benefit for Yuki with a taxable value of $8,800, and restaurant meals for both employees with a taxable value of $4,400. The total type 1 (GST-inclusive) taxable value is $23,100. The type 1 (higher) gross-up rate is 2.0802.

What is Verdant Foods' type 1 grossed-up amount for these GST-inclusive fringe benefits?

A. $23,100
B. $43,585
C. $22,585
D. $48,053","$23,100","$43,585","$22,585","$48,053",D,"$48,053",48053.0,AUD,"Add the taxable values of all fringe benefits that included GST: 9,900 (car) + 8,800 (car) + 4,400 (meals) = 23,100 → Multiply by the higher (type 1) gross-up rate of 2.0802 because a GST credit is available → 23,100 x 2.0802 = 48,053 (rounded to nearest dollar)","{""$23,100"": ""Forgot to gross up the taxable value at all"", ""$43,585"": ""Used the type 2 (lower) gross-up rate 1.8868 instead of the type 1 rate 2.0802"", ""$22,585"": ""Applied the 47% FBT rate at the gross-up step instead of producing the grossed-up amount"", ""$48,053"": ""Correct answer""}","{""formula"": ""round(gst_inclusive_value * type1_rate)"", ""params"": {""gst_inclusive_value"": 23100, ""type1_rate"": 2.0802, ""type2_rate"": 1.8868}, ""expected"": 48053.0}"
